表章項目 コード,表章項目,時間軸 コード,時間軸,全国、都道府県、21大都市 コード,全国、都道府県、21大都市,腐朽・破損の有無 コード,腐朽・破損の有無,住宅の建て方 コード,住宅の建て方,建物の構造 コード,建物の構造,賃貸・売却用及び二次的住宅を除く空き家
03-2023,空き家数【戸】,2023000000.0,2023年,23000.0,愛知県,1.0,腐朽・破損あり,1.0,一戸建,1.0,木造,20300.0
03-2023,空き家数【戸】,2023000000.0,2023年,23000.0,愛知県,1.0,腐朽・破損あり,1.0,一戸建,2.0,非木造,1000.0
03-2023,空き家数【戸】,2023000000.0,2023年,23000.0,愛知県,1.0,腐朽・破損あり,2.0,長屋建,1.0,木造,3100.0
03-2023,空き家数【戸】,2023000000.0,2023年,23000.0,愛知県,1.0,腐朽・破損あり,2.0,長屋建,2.0,非木造,100.0
03-2023,空き家数【戸】,2023000000.0,2023年,23000.0,愛知県,1.0,腐朽・破損あり,3.0,共同住宅,1.0,木造,1500.0
03-2023,空き家数【戸】,2023000000.0,2023年,23000.0,愛知県,1.0,腐朽・破損あり,3.0,共同住宅,2.0,非木造,8300.0
03-2023,空き家数【戸】,2023000000.0,2023年,23000.0,愛知県,2.0,腐朽・破損なし,1.0,一戸建,1.0,木造,68600.0
03-2023,空き家数【戸】,2023000000.0,2023年,23000.0,愛知県,2.0,腐朽・破損なし,1.0,一戸建,2.0,非木造,7500.0
03-2023,空き家数【戸】,2023000000.0,2023年,23000.0,愛知県,2.0,腐朽・破損なし,2.0,長屋建,1.0,木造,3500.0
03-2023,空き家数【戸】,2023000000.0,2023年,23000.0,愛知県,2.0,腐朽・破損なし,2.0,長屋建,2.0,非木造,1200.0
03-2023,空き家数【戸】,2023000000.0,2023年,23000.0,愛知県,2.0,腐朽・破損なし,3.0,共同住宅,1.0,木造,3000.0
03-2023,空き家数【戸】,2023000000.0,2023年,23000.0,愛知県,2.0,腐朽・破損なし,3.0,共同住宅,2.0,非木造,37000.0
03-2023,空き家数【戸】,2023000000.0,2023年,24000.0,三重県,0.0,総数,1.0,一戸建,1.0,木造,65500.0
03-2023,空き家数【戸】,2023000000.0,2023年,24000.0,三重県,0.0,総数,1.0,一戸建,2.0,非木造,5800.0
03-2023,空き家数【戸】,2023000000.0,2023年,24000.0,三重県,0.0,総数,2.0,長屋建,1.0,木造,1700.0
03-2023,空き家数【戸】,2023000000.0,2023年,24000.0,三重県,0.0,総数,2.0,長屋建,2.0,非木造,1100.0
03-2023,空き家数【戸】,2023000000.0,2023年,24000.0,三重県,0.0,総数,3.0,共同住宅,1.0,木造,900.0
03-2023,空き家数【戸】,2023000000.0,2023年,24000.0,三重県,0.0,総数,3.0,共同住宅,2.0,非木造,7800.0
03-2023,空き家数【戸】,2023000000.0,2023年,24000.0,三重県,1.0,腐朽・破損あり,1.0,一戸建,1.0,木造,13000.0
03-2023,空き家数【戸】,2023000000.0,2023年,24000.0,三重県,1.0,腐朽・破損あり,1.0,一戸建,2.0,非木造,1000.0
03-2023,空き家数【戸】,2023000000.0,2023年,24000.0,三重県,1.0,腐朽・破損あり,2.0,長屋建,1.0,木造,500.0
03-2023,空き家数【戸】,2023000000.0,2023年,24000.0,三重県,1.0,腐朽・破損あり,2.0,長屋建,2.0,非木造,300.0
03-2023,空き家数【戸】,2023000000.0,2023年,24000.0,三重県,1.0,腐朽・破損あり,3.0,共同住宅,1.0,木造,100.0
03-2023,空き家数【戸】,2023000000.0,2023年,24000.0,三重県,1.0,腐朽・破損あり,3.0,共同住宅,2.0,非木造,300.0
03-2023,空き家数【戸】,2023000000.0,2023年,24000.0,三重県,2.0,腐朽・破損なし,1.0,一戸建,1.0,木造,52500.0
03-2023,空き家数【戸】,2023000000.0,2023年,24000.0,三重県,2.0,腐朽・破損なし,1.0,一戸建,2.0,非木造,4700.0
03-2023,空き家数【戸】,2023000000.0,2023年,24000.0,三重県,2.0,腐朽・破損なし,2.0,長屋建,1.0,木造,1300.0
03-2023,空き家数【戸】,2023000000.0,2023年,24000.0,三重県,2.0,腐朽・破損なし,2.0,長屋建,2.0,非木造,700.0
03-2023,空き家数【戸】,2023000000.0,2023年,24000.0,三重県,2.0,腐朽・破損なし,3.0,共同住宅,1.0,木造,800.0
03-2023,空き家数【戸】,2023000000.0,2023年,24000.0,三重県,2.0,腐朽・破損なし,3.0,共同住宅,2.0,非木造,7400.0
03-2023,空き家数【戸】,2023000000.0,2023年,25000.0,滋賀県,0.0,総数,1.0,一戸建,1.0,木造,32800.0
03-2023,空き家数【戸】,2023000000.0,2023年,25000.0,滋賀県,0.0,総数,1.0,一戸建,2.0,非木造,3300.0
03-2023,空き家数【戸】,2023000000.0,2023年,25000.0,滋賀県,0.0,総数,2.0,長屋建,1.0,木造,800.0
03-2023,空き家数【戸】,2023000000.0,2023年,25000.0,滋賀県,0.0,総数,2.0,長屋建,2.0,非木造,1000.0
03-2023,空き家数【戸】,2023000000.0,2023年,25000.0,滋賀県,0.0,総数,3.0,共同住宅,1.0,木造,600.0
03-2023,空き家数【戸】,2023000000.0,2023年,25000.0,滋賀県,0.0,総数,3.0,共同住宅,2.0,非木造,9900.0
03-2023,空き家数【戸】,2023000000.0,2023年,25000.0,滋賀県,1.0,腐朽・破損あり,1.0,一戸建,1.0,木造,5800.0
03-2023,空き家数【戸】,2023000000.0,2023年,25000.0,滋賀県,1.0,腐朽・破損あり,1.0,一戸建,2.0,非木造,500.0
03-2023,空き家数【戸】,2023000000.0,2023年,25000.0,滋賀県,1.0,腐朽・破損あり,2.0,長屋建,1.0,木造,300.0
03-2023,空き家数【戸】,2023000000.0,2023年,25000.0,滋賀県,1.0,腐朽・破損あり,2.0,長屋建,2.0,非木造,600.0
03-2023,空き家数【戸】,2023000000.0,2023年,25000.0,滋賀県,1.0,腐朽・破損あり,3.0,共同住宅,1.0,木造,100.0
03-2023,空き家数【戸】,2023000000.0,2023年,25000.0,滋賀県,1.0,腐朽・破損あり,3.0,共同住宅,2.0,非木造,1300.0
03-2023,空き家数【戸】,2023000000.0,2023年,25000.0,滋賀県,2.0,腐朽・破損なし,1.0,一戸建,1.0,木造,27000.0
03-2023,空き家数【戸】,2023000000.0,2023年,25000.0,滋賀県,2.0,腐朽・破損なし,1.0,一戸建,2.0,非木造,2700.0
03-2023,空き家数【戸】,2023000000.0,2023年,25000.0,滋賀県,2.0,腐朽・破損なし,2.0,長屋建,1.0,木造,500.0
03-2023,空き家数【戸】,2023000000.0,2023年,25000.0,滋賀県,2.0,腐朽・破損なし,2.0,長屋建,2.0,非木造,400.0
03-2023,空き家数【戸】,2023000000.0,2023年,25000.0,滋賀県,2.0,腐朽・破損なし,3.0,共同住宅,1.0,木造,500.0
03-2023,空き家数【戸】,2023000000.0,2023年,25000.0,滋賀県,2.0,腐朽・破損なし,3.0,共同住宅,2.0,非木造,8600.0
03-2023,空き家数【戸】,2023000000.0,2023年,26000.0,京都府,0.0,総数,1.0,一戸建,1.0,木造,55900.0
03-2023,空き家数【戸】,2023000000.0,2023年,26000.0,京都府,0.0,総数,1.0,一戸建,2.0,非木造,2500.0
03-2023,空き家数【戸】,2023000000.0,2023年,26000.0,京都府,0.0,総数,2.0,長屋建,1.0,木造,3700.0
03-2023,空き家数【戸】,2023000000.0,2023年,26000.0,京都府,0.0,総数,2.0,長屋建,2.0,非木造,500.0
03-2023,空き家数【戸】,2023000000.0,2023年,26000.0,京都府,0.0,総数,3.0,共同住宅,1.0,木造,2200.0
03-2023,空き家数【戸】,2023000000.0,2023年,26000.0,京都府,0.0,総数,3.0,共同住宅,2.0,非木造,19600.0
03-2023,空き家数【戸】,2023000000.0,2023年,26000.0,京都府,1.0,腐朽・破損あり,1.0,一戸建,1.0,木造,12400.0
03-2023,空き家数【戸】,2023000000.0,2023年,26000.0,京都府,1.0,腐朽・破損あり,1.0,一戸建,2.0,非木造,500.0
03-2023,空き家数【戸】,2023000000.0,2023年,26000.0,京都府,1.0,腐朽・破損あり,2.0,長屋建,1.0,木造,1700.0
03-2023,空き家数【戸】,2023000000.0,2023年,26000.0,京都府,1.0,腐朽・破損あり,2.0,長屋建,2.0,非木造,100.0
03-2023,空き家数【戸】,2023000000.0,2023年,26000.0,京都府,1.0,腐朽・破損あり,3.0,共同住宅,1.0,木造,800.0
03-2023,空き家数【戸】,2023000000.0,2023年,26000.0,京都府,1.0,腐朽・破損あり,3.0,共同住宅,2.0,非木造,1800.0
03-2023,空き家数【戸】,2023000000.0,2023年,26000.0,京都府,2.0,腐朽・破損なし,1.0,一戸建,1.0,木造,43500.0
03-2023,空き家数【戸】,2023000000.0,2023年,26000.0,京都府,2.0,腐朽・破損なし,1.0,一戸建,2.0,非木造,2000.0
03-2023,空き家数【戸】,2023000000.0,2023年,26000.0,京都府,2.0,腐朽・破損なし,2.0,長屋建,1.0,木造,2000.0
03-2023,空き家数【戸】,2023000000.0,2023年,26000.0,京都府,2.0,腐朽・破損なし,2.0,長屋建,2.0,非木造,400.0
03-2023,空き家数【戸】,2023000000.0,2023年,26000.0,京都府,2.0,腐朽・破損なし,3.0,共同住宅,1.0,木造,1500.0
03-2023,空き家数【戸】,2023000000.0,2023年,26000.0,京都府,2.0,腐朽・破損なし,3.0,共同住宅,2.0,非木造,17800.0
03-2023,空き家数【戸】,2023000000.0,2023年,27000.0,大阪府,0.0,総数,1.0,一戸建,1.0,木造,97900.0
03-2023,空き家数【戸】,2023000000.0,2023年,27000.0,大阪府,0.0,総数,1.0,一戸建,2.0,非木造,10100.0
03-2023,空き家数【戸】,2023000000.0,2023年,27000.0,大阪府,0.0,総数,2.0,長屋建,1.0,木造,19600.0
03-2023,空き家数【戸】,2023000000.0,2023年,27000.0,大阪府,0.0,総数,2.0,長屋建,2.0,非木造,1200.0
03-2023,空き家数【戸】,2023000000.0,2023年,27000.0,大阪府,0.0,総数,3.0,共同住宅,1.0,木造,11500.0
03-2023,空き家数【戸】,2023000000.0,2023年,27000.0,大阪府,0.0,総数,3.0,共同住宅,2.0,非木造,85500.0
03-2023,空き家数【戸】,2023000000.0,2023年,27000.0,大阪府,1.0,腐朽・破損あり,1.0,一戸建,1.0,木造,23200.0
03-2023,空き家数【戸】,2023000000.0,2023年,27000.0,大阪府,1.0,腐朽・破損あり,1.0,一戸建,2.0,非木造,1700.0
03-2023,空き家数【戸】,2023000000.0,2023年,27000.0,大阪府,1.0,腐朽・破損あり,2.0,長屋建,1.0,木造,7800.0
03-2023,空き家数【戸】,2023000000.0,2023年,27000.0,大阪府,1.0,腐朽・破損あり,2.0,長屋建,2.0,非木造,300.0
03-2023,空き家数【戸】,2023000000.0,2023年,27000.0,大阪府,1.0,腐朽・破損あり,3.0,共同住宅,1.0,木造,5200.0
03-2023,空き家数【戸】,2023000000.0,2023年,27000.0,大阪府,1.0,腐朽・破損あり,3.0,共同住宅,2.0,非木造,11000.0
03-2023,空き家数【戸】,2023000000.0,2023年,27000.0,大阪府,2.0,腐朽・破損なし,1.0,一戸建,1.0,木造,74800.0
03-2023,空き家数【戸】,2023000000.0,2023年,27000.0,大阪府,2.0,腐朽・破損なし,1.0,一戸建,2.0,非木造,8400.0
03-2023,空き家数【戸】,2023000000.0,2023年,27000.0,大阪府,2.0,腐朽・破損なし,2.0,長屋建,1.0,木造,11800.0
03-2023,空き家数【戸】,2023000000.0,2023年,27000.0,大阪府,2.0,腐朽・破損なし,2.0,長屋建,2.0,非木造,900.0
03-2023,空き家数【戸】,2023000000.0,2023年,27000.0,大阪府,2.0,腐朽・破損なし,3.0,共同住宅,1.0,木造,6300.0
03-2023,空き家数【戸】,2023000000.0,2023年,27000.0,大阪府,2.0,腐朽・破損なし,3.0,共同住宅,2.0,非木造,74400.0
03-2023,空き家数【戸】,2023000000.0,2023年,28000.0,兵庫県,0.0,総数,1.0,一戸建,1.0,木造,97200.0
03-2023,空き家数【戸】,2023000000.0,2023年,28000.0,兵庫県,0.0,総数,1.0,一戸建,2.0,非木造,8300.0
03-2023,空き家数【戸】,2023000000.0,2023年,28000.0,兵庫県,0.0,総数,2.0,長屋建,1.0,木造,8100.0
03-2023,空き家数【戸】,2023000000.0,2023年,28000.0,兵庫県,0.0,総数,2.0,長屋建,2.0,非木造,2200.0
03-2023,空き家数【戸】,2023000000.0,2023年,28000.0,兵庫県,0.0,総数,3.0,共同住宅,1.0,木造,5200.0
03-2023,空き家数【戸】,2023000000.0,2023年,28000.0,兵庫県,0.0,総数,3.0,共同住宅,2.0,非木造,50700.0
03-2023,空き家数【戸】,2023000000.0,2023年,28000.0,兵庫県,1.0,腐朽・破損あり,1.0,一戸建,1.0,木造,18800.0
03-2023,空き家数【戸】,2023000000.0,2023年,28000.0,兵庫県,1.0,腐朽・破損あり,1.0,一戸建,2.0,非木造,1000.0
03-2023,空き家数【戸】,2023000000.0,2023年,28000.0,兵庫県,1.0,腐朽・破損あり,2.0,長屋建,1.0,木造,3400.0
03-2023,空き家数【戸】,2023000000.0,2023年,28000.0,兵庫県,1.0,腐朽・破損あり,2.0,長屋建,2.0,非木造,1000.0
03-2023,空き家数【戸】,2023000000.0,2023年,28000.0,兵庫県,1.0,腐朽・破損あり,3.0,共同住宅,1.0,木造,1200.0
03-2023,空き家数【戸】,2023000000.0,2023年,28000.0,兵庫県,1.0,腐朽・破損あり,3.0,共同住宅,2.0,非木造,5400.0
03-2023,空き家数【戸】,2023000000.0,2023年,28000.0,兵庫県,2.0,腐朽・破損なし,1.0,一戸建,1.0,木造,78400.0
03-2023,空き家数【戸】,2023000000.0,2023年,28000.0,兵庫県,2.0,腐朽・破損なし,1.0,一戸建,2.0,非木造,7300.0
03-2023,空き家数【戸】,2023000000.0,2023年,28000.0,兵庫県,2.0,腐朽・破損なし,2.0,長屋建,1.0,木造,4600.0
03-2023,空き家数【戸】,2023000000.0,2023年,28000.0,兵庫県,2.0,腐朽・破損なし,2.0,長屋建,2.0,非木造,1300.0
03-2023,空き家数【戸】,2023000000.0,2023年,28000.0,兵庫県,2.0,腐朽・破損なし,3.0,共同住宅,1.0,木造,4000.0
03-2023,空き家数【戸】,2023000000.0,2023年,28000.0,兵庫県,2.0,腐朽・破損なし,3.0,共同住宅,2.0,非木造,45300.0
03-2023,空き家数【戸】,2023000000.0,2023年,29000.0,奈良県,0.0,総数,1.0,一戸建,1.0,木造,35200.0
03-2023,空き家数【戸】,2023000000.0,2023年,29000.0,奈良県,0.0,総数,1.0,一戸建,2.0,非木造,2300.0
03-2023,空き家数【戸】,2023000000.0,2023年,29000.0,奈良県,0.0,総数,2.0,長屋建,1.0,木造,3000.0
03-2023,空き家数【戸】,2023000000.0,2023年,29000.0,奈良県,0.0,総数,2.0,長屋建,2.0,非木造,500.0
03-2023,空き家数【戸】,2023000000.0,2023年,29000.0,奈良県,0.0,総数,3.0,共同住宅,1.0,木造,1000.0
03-2023,空き家数【戸】,2023000000.0,2023年,29000.0,奈良県,0.0,総数,3.0,共同住宅,2.0,非木造,7300.0
03-2023,空き家数【戸】,2023000000.0,2023年,29000.0,奈良県,1.0,腐朽・破損あり,1.0,一戸建,1.0,木造,6500.0
03-2023,空き家数【戸】,2023000000.0,2023年,29000.0,奈良県,1.0,腐朽・破損あり,1.0,一戸建,2.0,非木造,500.0
03-2023,空き家数【戸】,2023000000.0,2023年,29000.0,奈良県,1.0,腐朽・破損あり,2.0,長屋建,1.0,木造,1200.0
03-2023,空き家数【戸】,2023000000.0,2023年,29000.0,奈良県,1.0,腐朽・破損あり,2.0,長屋建,2.0,非木造,200.0
03-2023,空き家数【戸】,2023000000.0,2023年,29000.0,奈良県,1.0,腐朽・破損あり,3.0,共同住宅,1.0,木造,300.0
03-2023,空き家数【戸】,2023000000.0,2023年,29000.0,奈良県,1.0,腐朽・破損あり,3.0,共同住宅,2.0,非木造,1600.0
03-2023,空き家数【戸】,2023000000.0,2023年,29000.0,奈良県,2.0,腐朽・破損なし,1.0,一戸建,1.0,木造,28600.0
03-2023,空き家数【戸】,2023000000.0,2023年,29000.0,奈良県,2.0,腐朽・破損なし,1.0,一戸建,2.0,非木造,1800.0
03-2023,空き家数【戸】,2023000000.0,2023年,29000.0,奈良県,2.0,腐朽・破損なし,2.0,長屋建,1.0,木造,1800.0
03-2023,空き家数【戸】,2023000000.0,2023年,29000.0,奈良県,2.0,腐朽・破損なし,2.0,長屋建,2.0,非木造,300.0
03-2023,空き家数【戸】,2023000000.0,2023年,29000.0,奈良県,2.0,腐朽・破損なし,3.0,共同住宅,1.0,木造,700.0
03-2023,空き家数【戸】,2023000000.0,2023年,29000.0,奈良県,2.0,腐朽・破損なし,3.0,共同住宅,2.0,非木造,5700.0
03-2023,空き家数【戸】,2023000000.0,2023年,30000.0,和歌山県,0.0,総数,1.0,一戸建,1.0,木造,45900.0
03-2023,空き家数【戸】,2023000000.0,2023年,30000.0,和歌山県,0.0,総数,1.0,一戸建,2.0,非木造,5100.0
03-2023,空き家数【戸】,2023000000.0,2023年,30000.0,和歌山県,0.0,総数,2.0,長屋建,1.0,木造,2600.0
03-2023,空き家数【戸】,2023000000.0,2023年,30000.0,和歌山県,0.0,総数,2.0,長屋建,2.0,非木造,600.0
03-2023,空き家数【戸】,2023000000.0,2023年,30000.0,和歌山県,0.0,総数,3.0,共同住宅,1.0,木造,800.0
03-2023,空き家数【戸】,2023000000.0,2023年,30000.0,和歌山県,0.0,総数,3.0,共同住宅,2.0,非木造,4500.0
03-2023,空き家数【戸】,2023000000.0,2023年,30000.0,和歌山県,1.0,腐朽・破損あり,1.0,一戸建,1.0,木造,11200.0
03-2023,空き家数【戸】,2023000000.0,2023年,30000.0,和歌山県,1.0,腐朽・破損あり,1.0,一戸建,2.0,非木造,1100.0
03-2023,空き家数【戸】,2023000000.0,2023年,30000.0,和歌山県,1.0,腐朽・破損あり,2.0,長屋建,1.0,木造,1100.0
03-2023,空き家数【戸】,2023000000.0,2023年,30000.0,和歌山県,1.0,腐朽・破損あり,2.0,長屋建,2.0,非木造,200.0
03-2023,空き家数【戸】,2023000000.0,2023年,30000.0,和歌山県,1.0,腐朽・破損あり,3.0,共同住宅,1.0,木造,200.0
03-2023,空き家数【戸】,2023000000.0,2023年,30000.0,和歌山県,1.0,腐朽・破損あり,3.0,共同住宅,2.0,非木造,2300.0
03-2023,空き家数【戸】,2023000000.0,2023年,30000.0,和歌山県,2.0,腐朽・破損なし,1.0,一戸建,1.0,木造,34700.0
03-2023,空き家数【戸】,2023000000.0,2023年,30000.0,和歌山県,2.0,腐朽・破損なし,1.0,一戸建,2.0,非木造,4100.0
03-2023,空き家数【戸】,2023000000.0,2023年,30000.0,和歌山県,2.0,腐朽・破損なし,2.0,長屋建,1.0,木造,1400.0
03-2023,空き家数【戸】,2023000000.0,2023年,30000.0,和歌山県,2.0,腐朽・破損なし,2.0,長屋建,2.0,非木造,400.0
03-2023,空き家数【戸】,2023000000.0,2023年,30000.0,和歌山県,2.0,腐朽・破損なし,3.0,共同住宅,1.0,木造,600.0
03-2023,空き家数【戸】,2023000000.0,2023年,30000.0,和歌山県,2.0,腐朽・破損なし,3.0,共同住宅,2.0,非木造,2200.0
03-2023,空き家数【戸】,2023000000.0,2023年,31000.0,鳥取県,0.0,総数,1.0,一戸建,1.0,木造,20700.0
03-2023,空き家数【戸】,2023000000.0,2023年,31000.0,鳥取県,0.0,総数,1.0,一戸建,2.0,非木造,700.0
03-2023,空き家数【戸】,2023000000.0,2023年,31000.0,鳥取県,0.0,総数,2.0,長屋建,1.0,木造,500.0
03-2023,空き家数【戸】,2023000000.0,2023年,31000.0,鳥取県,0.0,総数,2.0,長屋建,2.0,非木造,200.0
03-2023,空き家数【戸】,2023000000.0,2023年,31000.0,鳥取県,0.0,総数,3.0,共同住宅,1.0,木造,300.0
03-2023,空き家数【戸】,2023000000.0,2023年,31000.0,鳥取県,0.0,総数,3.0,共同住宅,2.0,非木造,3000.0
03-2023,空き家数【戸】,2023000000.0,2023年,31000.0,鳥取県,1.0,腐朽・破損あり,1.0,一戸建,1.0,木造,4300.0
03-2023,空き家数【戸】,2023000000.0,2023年,31000.0,鳥取県,1.0,腐朽・破損あり,1.0,一戸建,2.0,非木造,100.0
03-2023,空き家数【戸】,2023000000.0,2023年,31000.0,鳥取県,1.0,腐朽・破損あり,2.0,長屋建,1.0,木造,100.0
03-2023,空き家数【戸】,2023000000.0,2023年,31000.0,鳥取県,1.0,腐朽・破損あり,2.0,長屋建,2.0,非木造,200.0
03-2023,空き家数【戸】,2023000000.0,2023年,31000.0,鳥取県,1.0,腐朽・破損あり,3.0,共同住宅,1.0,木造,
03-2023,空き家数【戸】,2023000000.0,2023年,31000.0,鳥取県,1.0,腐朽・破損あり,3.0,共同住宅,2.0,非木造,100.0
03-2023,空き家数【戸】,2023000000.0,2023年,31000.0,鳥取県,2.0,腐朽・破損なし,1.0,一戸建,1.0,木造,16300.0
03-2023,空き家数【戸】,2023000000.0,2023年,31000.0,鳥取県,2.0,腐朽・破損なし,1.0,一戸建,2.0,非木造,600.0
03-2023,空き家数【戸】,2023000000.0,2023年,31000.0,鳥取県,2.0,腐朽・破損なし,2.0,長屋建,1.0,木造,300.0
03-2023,空き家数【戸】,2023000000.0,2023年,31000.0,鳥取県,2.0,腐朽・破損なし,2.0,長屋建,2.0,非木造,100.0
03-2023,空き家数【戸】,2023000000.0,2023年,31000.0,鳥取県,2.0,腐朽・破損なし,3.0,共同住宅,1.0,木造,300.0
03-2023,空き家数【戸】,2023000000.0,2023年,31000.0,鳥取県,2.0,腐朽・破損なし,3.0,共同住宅,2.0,非木造,2900.0
03-2023,空き家数【戸】,2023000000.0,2023年,32000.0,島根県,0.0,総数,1.0,一戸建,1.0,木造,32600.0
03-2023,空き家数【戸】,2023000000.0,2023年,32000.0,島根県,0.0,総数,1.0,一戸建,2.0,非木造,700.0
03-2023,空き家数【戸】,2023000000.0,2023年,32000.0,島根県,0.0,総数,2.0,長屋建,1.0,木造,700.0
03-2023,空き家数【戸】,2023000000.0,2023年,32000.0,島根県,0.0,総数,2.0,長屋建,2.0,非木造,200.0
03-2023,空き家数【戸】,2023000000.0,2023年,32000.0,島根県,0.0,総数,3.0,共同住宅,1.0,木造,600.0
03-2023,空き家数【戸】,2023000000.0,2023年,32000.0,島根県,0.0,総数,3.0,共同住宅,2.0,非木造,1500.0
03-2023,空き家数【戸】,2023000000.0,2023年,32000.0,島根県,1.0,腐朽・破損あり,1.0,一戸建,1.0,木造,7800.0
03-2023,空き家数【戸】,2023000000.0,2023年,32000.0,島根県,1.0,腐朽・破損あり,1.0,一戸建,2.0,非木造,100.0
03-2023,空き家数【戸】,2023000000.0,2023年,32000.0,島根県,1.0,腐朽・破損あり,2.0,長屋建,1.0,木造,200.0
03-2023,空き家数【戸】,2023000000.0,2023年,32000.0,島根県,1.0,腐朽・破損あり,2.0,長屋建,2.0,非木造,0.0
03-2023,空き家数【戸】,2023000000.0,2023年,32000.0,島根県,1.0,腐朽・破損あり,3.0,共同住宅,1.0,木造,100.0
03-2023,空き家数【戸】,2023000000.0,2023年,32000.0,島根県,1.0,腐朽・破損あり,3.0,共同住宅,2.0,非木造,200.0
03-2023,空き家数【戸】,2023000000.0,2023年,32000.0,島根県,2.0,腐朽・破損なし,1.0,一戸建,1.0,木造,24700.0
03-2023,空き家数【戸】,2023000000.0,2023年,32000.0,島根県,2.0,腐朽・破損なし,1.0,一戸建,2.0,非木造,600.0
03-2023,空き家数【戸】,2023000000.0,2023年,32000.0,島根県,2.0,腐朽・破損なし,2.0,長屋建,1.0,木造,500.0
03-2023,空き家数【戸】,2023000000.0,2023年,32000.0,島根県,2.0,腐朽・破損なし,2.0,長屋建,2.0,非木造,200.0
03-2023,空き家数【戸】,2023000000.0,2023年,32000.0,島根県,2.0,腐朽・破損なし,3.0,共同住宅,1.0,木造,600.0
03-2023,空き家数【戸】,2023000000.0,2023年,32000.0,島根県,2.0,腐朽・破損なし,3.0,共同住宅,2.0,非木造,1400.0
03-2023,空き家数【戸】,2023000000.0,2023年,33000.0,岡山県,0.0,総数,1.0,一戸建,1.0,木造,67100.0
03-2023,空き家数【戸】,2023000000.0,2023年,33000.0,岡山県,0.0,総数,1.0,一戸建,2.0,非木造,3800.0
03-2023,空き家数【戸】,2023000000.0,2023年,33000.0,岡山県,0.0,総数,2.0,長屋建,1.0,木造,1600.0
03-2023,空き家数【戸】,2023000000.0,2023年,33000.0,岡山県,0.0,総数,2.0,長屋建,2.0,非木造,2100.0
03-2023,空き家数【戸】,2023000000.0,2023年,33000.0,岡山県,0.0,総数,3.0,共同住宅,1.0,木造,1300.0
03-2023,空き家数【戸】,2023000000.0,2023年,33000.0,岡山県,0.0,総数,3.0,共同住宅,2.0,非木造,6300.0
03-2023,空き家数【戸】,2023000000.0,2023年,33000.0,岡山県,1.0,腐朽・破損あり,1.0,一戸建,1.0,木造,16700.0
03-2023,空き家数【戸】,2023000000.0,2023年,33000.0,岡山県,1.0,腐朽・破損あり,1.0,一戸建,2.0,非木造,700.0
03-2023,空き家数【戸】,2023000000.0,2023年,33000.0,岡山県,1.0,腐朽・破損あり,2.0,長屋建,1.0,木造,500.0
03-2023,空き家数【戸】,2023000000.0,2023年,33000.0,岡山県,1.0,腐朽・破損あり,2.0,長屋建,2.0,非木造,1100.0
03-2023,空き家数【戸】,2023000000.0,2023年,33000.0,岡山県,1.0,腐朽・破損あり,3.0,共同住宅,1.0,木造,400.0
03-2023,空き家数【戸】,2023000000.0,2023年,33000.0,岡山県,1.0,腐朽・破損あり,3.0,共同住宅,2.0,非木造,500.0
03-2023,空き家数【戸】,2023000000.0,2023年,33000.0,岡山県,2.0,腐朽・破損なし,1.0,一戸建,1.0,木造,50300.0
03-2023,空き家数【戸】,2023000000.0,2023年,33000.0,岡山県,2.0,腐朽・破損なし,1.0,一戸建,2.0,非木造,3000.0
03-2023,空き家数【戸】,2023000000.0,2023年,33000.0,岡山県,2.0,腐朽・破損なし,2.0,長屋建,1.0,木造,1100.0
03-2023,空き家数【戸】,2023000000.0,2023年,33000.0,岡山県,2.0,腐朽・破損なし,2.0,長屋建,2.0,非木造,1000.0
03-2023,空き家数【戸】,2023000000.0,2023年,33000.0,岡山県,2.0,腐朽・破損なし,3.0,共同住宅,1.0,木造,1000.0
03-2023,空き家数【戸】,2023000000.0,2023年,33000.0,岡山県,2.0,腐朽・破損なし,3.0,共同住宅,2.0,非木造,5800.0
03-2023,空き家数【戸】,2023000000.0,2023年,34000.0,広島県,0.0,総数,1.0,一戸建,1.0,木造,87100.0
03-2023,空き家数【戸】,2023000000.0,2023年,34000.0,広島県,0.0,総数,1.0,一戸建,2.0,非木造,4800.0
03-2023,空き家数【戸】,2023000000.0,2023年,34000.0,広島県,0.0,総数,2.0,長屋建,1.0,木造,3000.0
03-2023,空き家数【戸】,2023000000.0,2023年,34000.0,広島県,0.0,総数,2.0,長屋建,2.0,非木造,1100.0
03-2023,空き家数【戸】,2023000000.0,2023年,34000.0,広島県,0.0,総数,3.0,共同住宅,1.0,木造,2200.0
03-2023,空き家数【戸】,2023000000.0,2023年,34000.0,広島県,0.0,総数,3.0,共同住宅,2.0,非木造,16000.0
03-2023,空き家数【戸】,2023000000.0,2023年,34000.0,広島県,1.0,腐朽・破損あり,1.0,一戸建,1.0,木造,17700.0
03-2023,空き家数【戸】,2023000000.0,2023年,34000.0,広島県,1.0,腐朽・破損あり,1.0,一戸建,2.0,非木造,700.0
03-2023,空き家数【戸】,2023000000.0,2023年,34000.0,広島県,1.0,腐朽・破損あり,2.0,長屋建,1.0,木造,1300.0
03-2023,空き家数【戸】,2023000000.0,2023年,34000.0,広島県,1.0,腐朽・破損あり,2.0,長屋建,2.0,非木造,400.0
03-2023,空き家数【戸】,2023000000.0,2023年,34000.0,広島県,1.0,腐朽・破損あり,3.0,共同住宅,1.0,木造,500.0
